date,open,high,low,close,volume,amount,factor
2021-10-20,172.63299560546875,173.14300537109375,170.01849365234375,170.7530059814453,42796000.0,7307545643.981934,1.0
2021-10-21,170.71249389648438,172.01400756835938,170.14999389648438,171.75050354003906,37628000.0,6462627947.20459,1.0
2021-10-22,171.0500030517578,171.49200439453125,166.56500244140625,166.77749633789062,62782000.0,10470624775.08545,1.0
2021-10-25,166.75,167.38999938964844,164.88499450683594,166.01849365234375,44520000.0,7391143337.402344,1.0
2021-10-26,167.47549438476562,170.80599975585938,167.19900512695312,168.80349731445312,53966000.0,9109649536.071775,1.0
2021-10-27,169.39999389648438,171.85000610351562,168.57249450683594,169.62449645996094,54044000.0,9167186286.682129,1.0
2021-10-28,170.10499572753906,173.9499969482422,169.3000030517578,172.32850646972656,114174000.0,19675434897.67456,1.0
2021-10-29,165.00100708007812,168.74099731445312,163.66600036621094,168.6215057373047,129722000.0,21873918967.25464,1.0
2021-11-01,168.08999633789062,168.79299926757812,164.6009979248047,165.90550231933594,72178000.0,11974727346.40503,1.0
2021-11-02,165.75050354003906,166.55599975585938,164.17750549316406,165.6374969482422,52552000.0,8704581739.624023,1.0
2021-11-03,165.4499969482422,169.74600219726562,164.87600708007812,169.1999969482422,67944000.0,11496124592.651367,1.0
2021-11-04,168.5,174.93150329589844,168.25,173.85000610351562,107060000.0,18612381653.442383,1.0
2021-11-05,173.85000610351562,178.3125,173.8489990234375,175.94949340820312,99940000.0,17584392371.21582,1.0
2021-11-08,176.16200256347656,178.9499969482422,174.39300537109375,174.44900512695312,61480000.0,10725124835.205078,1.0
2021-11-09,175.7624969482422,179.68850708007812,175.07150268554688,178.81149291992188,85898000.0,15359549618.83545,1.0
2021-11-10,178.19349670410156,180.2725067138672,173.1544952392578,174.1024932861328,80548000.0,14023607629.211426,1.0
2021-11-11,175.64999389648438,177.16200256347656,173.37350463867188,173.625,45288000.0,7863129000.0,1.0
2021-11-12,174.25,177.0364990234375,172.3524932861328,176.25750732421875,53788000.0,9480538803.955078,1.0
2021-11-15,176.85000610351562,179.69400024414062,176.29049682617188,177.28399658203125,58594000.0,10387778495.72754,1.0
2021-11-16,176.9499969482422,178.8249969482422,176.25750732421875,177.03500366210938,44342000.0,7850086132.385254,1.0
2021-11-17,178.23599243164062,179.3625030517578,177.2675018310547,177.4499969482422,51206000.0,9086504543.73169,1.0
2021-11-18,178.3175048828125,185.2100067138672,178.0500030517578,184.8029937744141,114070000.0,21080477499.84741,1.0
2021-11-19,185.634506225586,188.1074981689453,183.78599548339844,183.82850646972656,98734000.0,18150123757.781982,1.0
2021-11-22,183.81900024414065,185.67300415039065,178.375,178.6284942626953,96844000.0,17299097898.376465,1.0
2021-11-23,179.2519989013672,181.0525054931641,176.385498046875,179.0019989013672,73804000.0,13211063526.916504,1.0
2021-11-24,178.1334991455078,180.6820068359375,176.84249877929688,179.02049255371094,46560000.0,8335194133.300781,1.0
2021-11-26,180.10499572753906,181.6750030517578,175.20750427246094,175.22799682617188,59826000.0,10483190138.12256,1.0
2021-11-29,177.3820037841797,179.8000030517578,176.5749969482422,178.07850646972656,65312000.0,11630663414.55078,1.0
2021-11-30,178.1750030517578,179.2884979248047,174.60049438476562,175.35350036621094,80022000.0,14032137806.304932,1.0
2021-12-01,177.25,177.99400329589844,172.0800018310547,172.18600463867188,74916000.0,12899486723.510742,1.0
2021-12-02,173.0,174.63499450683594,171.1875,171.8679962158203,64726000.0,11124327923.065186,1.0
2021-12-03,172.75,173.49349975585938,166.92999267578125,169.489501953125,80712000.0,13679836681.640623,1.0
2021-12-06,169.64999389648438,173.69549560546875,166.9344940185547,171.36849975585938,68860000.0,11800434893.188477,1.0
2021-12-07,174.60000610351562,177.49949645996094,173.33450317382812,176.1645050048828,66410000.0,11699084777.374268,1.0
2021-12-08,176.15049743652344,177.17999267578125,174.75050354003906,176.1580047607422,45254000.0,7971854347.442627,1.0
2021-12-09,175.75,176.96949768066406,174.13949584960938,174.17100524902344,46062000.0,8022664843.780518,1.0
2021-12-10,175.41700744628906,175.927001953125,170.5,172.21200561523438,60690000.0,10451546620.788574,1.0
2021-12-13,172.0,172.10000610351562,169.1300048828125,169.5675048828125,62170000.0,10542011778.564451,1.0
2021-12-14,167.5500030517578,169.49899291992188,166.44000244140625,169.0915069580078,55976000.0,9465066193.481443,1.0
2021-12-15,168.59800720214844,173.60000610351562,165.19500732421875,173.31500244140625,75794000.0,13136237295.043943,1.0
2021-12-16,173.36849975585938,174.16600036621094,168.16050720214844,168.87100219726562,60876000.0,10280191129.760742,1.0
2021-12-17,167.7104949951172,170.89849853515625,165.61349487304688,170.0175018310547,85542000.0,14543637141.63208,1.0
2021-12-20,166.85000610351562,167.87449645996094,165.60000610351562,167.07899475097656,57372000.0,9585656086.853027,1.0
2021-12-21,167.85049438476562,170.7165069580078,165.6475067138672,170.41700744628906,55956000.0,9535854068.66455,1.0
2021-12-22,169.27000427246094,172.0500030517578,168.50050354003906,171.03700256347656,55036000.0,9413192473.083496,1.0
2021-12-23,170.42799377441406,171.97500610351562,170.14999389648438,171.06849670410156,36788000.0,6293267856.750488,1.0
2021-12-27,171.03700256347656,172.9429931640625,169.2154998779297,169.66949462890625,58688000.0,9957563300.78125,1.0
2021-12-28,170.1824951171875,172.17599487304688,169.135498046875,170.66099548339844,54638000.0,9324575471.221924,1.0
2021-12-29,170.83999633789062,171.21200561523438,168.60049438476562,169.2010040283203,35754000.0,6049612698.028564,1.0
2021-12-30,169.6999969482422,170.88800048828125,168.5240020751953,168.64450073242188,37584000.0,6338334915.527344,1.0
2021-12-31,168.95599365234375,169.35000610351562,166.55850219726562,166.7169952392578,47830000.0,7974073882.293701,1.0
2022-01-03,167.5500030517578,170.70350646972656,166.16050720214844,170.4044952392578,63520000.0,10824093537.597656,1.0
2022-01-04,170.43800354003906,171.39999389648438,166.34950256347656,167.52200317382812,70726000.0,11848161196.472168,1.0
2022-01-05,166.88299560546875,167.12649536132812,164.35699462890625,164.35699462890625,64302000.0,10568483468.62793,1.0
2022-01-06,163.45050048828125,164.8000030517578,161.93699645996094,163.25399780273438,51958000.0,8482351217.834473,1.0
2022-01-07,163.83900451660156,165.24349975585938,162.031005859375,162.5540008544922,46606000.0,7575991763.824463,1.0
2022-01-10,160.5854949951172,161.6614990234375,156.30450439453125,161.48599243164062,87798000.0,14178147163.513184,1.0
2022-01-11,161.5,166.35000610351562,160.70150756835938,165.36199951171875,62806000.0,10385725741.333008,1.0
2022-01-12,166.5749969482422,166.8780059814453,164.41700744628906,165.20700073242188,50030000.0,8265306246.643066,1.0
2022-01-13,165.25050354003906,166.22149658203125,161.09100341796875,161.21400451660156,52188000.0,8413436467.712402,1.0
2022-01-14,160.14999389648438,162.25,159.80050659179688,162.13800048828125,45974000.0,7454132434.448242,1.0
2022-01-18,159.10499572753906,159.7344970703125,157.6645050048828,158.91749572753906,67292000.0,10693876122.49756,1.0
2022-01-19,158.76199340820312,159.25,156.25,156.2989959716797,53242000.0,8321671143.52417,1.0
2022-01-20,156.76600646972656,158.0,151.3509979248047,151.66749572753906,71974000.0,10916116337.493896,1.0
2022-01-21,149.9499969482422,150.89999389648438,142.07049560546875,142.64300537109375,163972000.0,23389458876.708984,1.0
2022-01-24,139.0,144.94500732421875,135.3520050048828,144.54400634765625,155624000.0,22494516443.847656,1.0
2022-01-25,142.24249267578125,143.60000610351562,138.14500427246094,139.98599243164062,90824000.0,12714087776.611328,1.0
2022-01-26,144.75,145.18499755859375,137.31849670410156,138.87249755859375,95602000.0,13276488511.59668,1.0
2022-01-27,140.8000030517578,144.24349975585938,139.35000610351562,139.6374969482422,77516000.0,10824140213.43994,1.0
2022-01-28,140.86050415039062,143.9980010986328,137.92950439453125,143.97799682617188,74392000.0,10710811139.892578,1.0
2022-01-31,144.75,150.36050415039062,144.30050659179688,149.57350158691406,78308000.0,11712801762.268066,1.0
2022-02-01,150.0,151.70799255371094,147.62750244140625,151.19349670410156,59220000.0,8953678874.816895,1.0
2022-02-02,155.05050659179688,155.0749969482422,148.86349487304688,150.6125030517578,87330000.0,13152989891.51001,1.0
2022-02-03,141.7375030517578,144.24749755859375,138.33299255371094,138.8455047607422,225532000.0,31314104379.699707,1.0
2022-02-04,155.60650634765625,161.1999969482422,150.60800170898438,157.63949584960938,253456000.0,39954676060.05859,1.0
2022-02-07,158.52000427246094,162.6909942626953,157.25,157.9355010986328,102624000.0,16207972864.746094,1.0
2022-02-08,156.75050354003906,161.79249572753906,155.55050659179688,161.4134979248047,76040000.0,12273882382.202148,1.0
2022-02-09,162.87350463867188,163.83450317382812,160.25,161.1894989013672,68786000.0,11087580871.429443,1.0
2022-02-10,158.35000610351562,160.7165069580078,157.75,159.0034942626953,68268000.0,10854850546.325684,1.0
2022-02-11,158.13450622558594,159.0,152.73399353027344,153.2935028076172,77100000.0,11818929066.467283,1.0
2022-02-14,151.75100708007812,158.44850158691406,151.64999389648438,155.16700744628906,83230000.0,12914550029.75464,1.0
2022-02-15,157.60549926757812,158.0070037841797,154.6374969482422,156.510498046875,56440000.0,8833452509.765625,1.0
2022-02-16,155.79049682617188,158.83399963378906,154.7344970703125,158.10049438476562,52704000.0,8332528456.054687,1.0
